"subjID","nll_full","rho_full","lambda_full","mu_full","nll_restricted","rho_restricted","mu_restricted","LR_D","LR_p","AIC_full","AIC_restricted"
1,52.8262927644738,1.42528776589085,1.25282158328521,37.748055929488,53.7780126043985,1.43504767997,35.3971255523642,0.951719839924714,0.329281912902507,111.652585528948,111.556025208797
6,47.7494984766278,1.275205962472,2.22044604925031e-16,25.2658232642442,64.083008510698,1.38440640073445,21.0543679306686,16.3335100340702,5.31163287759335e-05,101.498996953256,132.166017021396
7,65.1847778002912,1.67198312792705,0.92995422244751,28.1965467258794,65.2139655956629,1.64128830900101,27.7141779946874,0.0291877953717261,0.864346147506228,136.369555600582,134.427931191326
8,62.9111924756823,0.825832224110484,1.10012488292135,19.8545344703248,63.189797776391,0.819648981302282,18.7641215322804,0.278605300708641,0.597616812394722,131.822384951365,130.379595552782
9,68.8079062457739,1.20908461257677,2.08895775849776,20.4462184391854,77.1731717305386,1.31586390395525,15.3845669884392,8.36526548476475,0.00382460742416971,143.615812491548,158.346343461077
18,82.8226611074783,1.06731512279723,1.86827063873554,8.16983201562824,85.1670706868038,1.07588864692229,7.31664392331189,2.34440957932554,0.125733191699159,171.645322214957,174.334141373608
19,65.1421880033282,0.848941174657603,2.17105382349297,18.2709494367513,83.2476673410828,0.840870853765229,8.59153327671414,18.1054793377546,2.08999140445202e-05,136.284376006656,170.495334682166
20,36.0664995877749,0.364861300616635,2.22044604925031e-16,9.07589900821434,57.5330975558372,0.606084051948619,14.8544908413962,21.4665979680624,3.60045921434652e-06,78.1329991755498,119.066195111674
21,72.7848765744058,0.770331157687154,2.22044604925031e-16,6.91614391965582,79.3515528449094,0.784724551661778,7.46733460881465,6.56667627050356,0.0103905821255889,151.569753148812,162.703105689819
22,42.5323007072244,0.73357226495558,2.60259343332817,28.2335801504489,85.4683559658654,0.311403962084829,4.07878513247722,42.936055258641,5.6558614466947e-11,91.0646014144488,174.936711931731
23,61.6846610415066,0.659818359677908,0.284706116453025,10.9597562871564,70.4001338473655,0.699820353095634,13.4170872598548,8.71547280585893,0.00315520578838115,129.369322083013,144.800267694731
24,49.2295625517301,0.943065008333316,0.727833587283018,29.3098477051972,52.46334912801,0.932201981552329,30.3090155055092,3.23378657627986,0.0721337212675962,104.45912510346,108.92669825602
26,82.6103131467787,1.40029110622191,1.39766645931322,11.0847263020928,82.9999743959515,1.43357943013618,10.9472320179544,0.389661249172832,0.532477517287538,171.220626293557,169.999948791903
27,73.2224461346798,1.21098986619509,0.393798148518284,14.7454916175026,76.6398491152526,1.15887681606247,14.2568530869197,3.41740298057275,0.0645124261368316,152.44489226936,157.279698230505
29,69.9748486528321,0.859990314497635,2.64430196531675,11.382492149958,86.4086956252178,0.716099684047834,5.0126886771391,16.4338469723858,5.03776176231465e-05,145.949697305664,176.817391250436
30,57.358943194947,1.36064065034517,2.38991845402567,33.4891410370264,71.6314778545636,1.46366347384969,20.8800454009215,14.2725346596166,0.000158155831119622,120.717886389894,147.262955709127
31,45.719384621497,0.820045411927262,1.05379290988376,35.4288258479029,45.9059679651211,0.815541004549741,33.9066740277013,0.186583343624044,0.665775615691495,97.4387692429941,95.8119359302421
32,63.4583326220701,0.156018062757287,0.264885075310924,4.06524572846488,71.5607640040384,0.352068408489448,6.45658986896294,8.10243138196834,0.00442059207630423,132.91666524414,147.121528008077
34,36.0593081745349,1.50589682467098,0.122809284858943,54.9837036066607,58.0533258234897,1.42835832814331,33.6603691373753,21.9940176489547,2.73501624325017e-06,78.1186163490698,120.106651646979
35,55.9583346767974,0.971587204521222,1.47094645286676,31.6378726887698,62.293846946196,0.960431655033719,22.699295030342,6.33551226939858,0.0118343930847019,117.916669353595,128.587693892392
36,76.6877923030612,1.38109622129209,0.622027217755484,13.279766278843,77.4297374520674,1.33243451510094,12.8721418452126,0.741945149006199,0.389038489153569,159.375584606122,158.859474904135
37,74.3515113830488,1.41042799622464,4.47277031414929,11.1900441599919,85.2523354283468,2,11.3359787607608,10.9008240452981,0.000961214894764511,154.703022766098,174.504670856694
